cod_cliente;qtd_comprada;ativo;data_compra
466;74;VALE3.SA;2022-02-07
706;68;VINO11.SA;2022-10-23
1516;82;ITUB4.SA;2022-01-13
3445;26;HGLG11.SA;2022-02-13
2139;3;RBVA11.SA;2022-07-18
2403;62;BBDC4.SA;2022-05-13
2854;87;VINO11.SA;2022-04-27
1590;23;VINO11.SA;2022-04-19
2864;8;FLRY3.SA;2022-08-04
4001;79;MGLU3.SA;2022-07-15
4070;22;VINO11.SA;2022-11-26
2975;2;B3SA3.SA;2022-12-21
1243;64;VINO11.SA;2022-12-30
2405;91;MGLU3.SA;2022-11-12
1184;66;IRDM11.SA;2022-01-14
2202;100;RBVA11.SA;2022-04-13
1323;39;B3SA3.SA;2022-10-14
4503;17;FLRY3.SA;2022-05-16
3551;99;IRDM11.SA;2022-02-18
1338;14;BBDC4.SA;2022-12-16
3234;65;PETR4.SA;2022-12-11
2530;70;ITUB4.SA;2022-11-02
587;82;MGLU3.SA;2022-02-02
3446;30;PETR4.SA;2022-06-15
1712;98;FLRY3.SA;2022-08-14
4503;97;RBVA11.SA;2022-10-21
1579;62;BBDC4.SA;2022-07-09
169;37;IRDM11.SA;2022-10-30
3929;80;B3SA3.SA;2022-05-13
1032;13;VINO11.SA;2022-02-02
887;11;HGLG11.SA;2022-03-18
3821;2;FLRY3.SA;2022-02-10
3680;21;VALE3.SA;2022-08-31
4809;85;B3SA3.SA;2022-08-18
1591;49;PETR4.SA;2022-10-13
2238;41;B3SA3.SA;2022-10-09
3696;15;VALE3.SA;2022-01-21
2458;4;VINO11.SA;2022-06-11
985;41;HGBS11.SA;2022-01-31
4405;18;IRDM11.SA;2022-05-21
189;28;HGLG11.SA;2022-09-01
4646;26;HGLG11.SA;2022-03-21
1504;88;BBDC4.SA;2022-02-09
4931;64;FLRY3.SA;2022-04-20
3259;44;VINO11.SA;2022-05-25
4481;16;MGLU3.SA;2022-09-18
1377;91;MGLU3.SA;2022-02-15
1687;100;VALE3.SA;2022-06-23
3968;14;VALE3.SA;2022-04-18
4722;56;BBDC4.SA;2022-06-23
1033;24;VINO11.SA;2022-09-23
3836;78;PETR4.SA;2022-08-08
620;88;IRDM11.SA;2022-06-04
1690;30;FLRY3.SA;2022-06-20
3005;39;HGBS11.SA;2022-03-27
2887;14;HGLG11.SA;2022-09-15
4251;37;ITUB4.SA;2022-09-23
2231;8;FLRY3.SA;2022-01-21
4686;29;ITUB4.SA;2022-08-27
1529;26;HGBS11.SA;2022-10-29
3083;93;PETR4.SA;2022-05-15
2931;12;FLRY3.SA;2022-05-01
3333;71;PETR4.SA;2022-11-16
4818;7;B3SA3.SA;2022-05-16
3508;11;HGBS11.SA;2022-10-31
4941;20;FLRY3.SA;2022-11-14
4898;75;IRDM11.SA;2022-11-12
519;75;ITUB4.SA;2022-09-07
892;55;HGBS11.SA;2022-10-31
1575;12;RBVA11.SA;2022-07-23
257;69;MGLU3.SA;2022-05-15
51;19;B3SA3.SA;2022-08-02
2673;11;RBVA11.SA;2022-01-19
2431;36;VALE3.SA;2022-10-11
4818;81;HGLG11.SA;2022-02-14
4062;56;VINO11.SA;2022-09-25
1735;69;HGLG11.SA;2022-11-06
3036;10;IRDM11.SA;2022-01-09
2587;98;IRDM11.SA;2022-03-22
77;65;VINO11.SA;2022-08-17
1955;36;HGBS11.SA;2022-02-07
97;16;B3SA3.SA;2022-06-22
1787;1;MGLU3.SA;2022-02-24
3504;20;VINO11.SA;2022-09-29
1817;72;VINO11.SA;2022-07-01
4643;99;HGBS11.SA;2022-11-09
3146;94;B3SA3.SA;2022-03-03
1894;63;HGLG11.SA;2022-11-08
2726;66;FLRY3.SA;2022-09-28
4382;96;VALE3.SA;2022-02-03
1393;2;HGLG11.SA;2022-03-17
4300;63;MGLU3.SA;2022-05-04
4870;22;BBDC4.SA;2022-09-06
3584;86;ITUB4.SA;2022-12-15
1323;32;FLRY3.SA;2022-01-07
2450;99;BBDC4.SA;2022-09-21
1368;41;HGBS11.SA;2022-03-06
2930;31;B3SA3.SA;2022-12-10
2523;92;RBVA11.SA;2022-01-07
957;85;MGLU3.SA;2022-07-20
4641;71;HGBS11.SA;2022-12-20
2186;51;FLRY3.SA;2022-05-23
694;79;HGLG11.SA;2022-05-13
4750;26;FLRY3.SA;2022-07-07
4639;14;BBDC4.SA;2022-09-07
4534;56;MGLU3.SA;2022-05-22
4547;14;ITUB4.SA;2022-08-30
3582;22;IRDM11.SA;2022-12-31
46;79;VALE3.SA;2022-08-27
1082;84;B3SA3.SA;2022-08-12
1372;4;VALE3.SA;2022-01-30
4556;92;PETR4.SA;2022-06-25
1346;52;PETR4.SA;2022-12-06
1549;99;BBDC4.SA;2022-01-06
4207;9;HGBS11.SA;2022-02-21
4342;31;HGLG11.SA;2022-10-10
3198;49;VINO11.SA;2022-11-25
905;23;MGLU3.SA;2022-10-11
3286;43;FLRY3.SA;2022-12-05
2013;84;BBDC4.SA;2022-05-18
4222;100;RBVA11.SA;2022-09-15
1917;69;ITUB4.SA;2022-03-13
3801;61;VINO11.SA;2022-09-29
3984;72;VINO11.SA;2022-01-27
2732;45;HGLG11.SA;2022-12-16
2871;12;FLRY3.SA;2022-12-10
1463;16;VALE3.SA;2022-11-21
3245;17;VALE3.SA;2022-10-30
2537;27;HGLG11.SA;2022-02-20
1727;14;ITUB4.SA;2022-05-07
3624;15;IRDM11.SA;2022-06-30
2356;50;HGLG11.SA;2022-05-03
4961;23;RBVA11.SA;2022-03-23
1230;10;PETR4.SA;2022-03-22
972;74;HGBS11.SA;2022-08-25
73;88;RBVA11.SA;2022-09-29
4937;75;MGLU3.SA;2022-11-01
2798;37;HGBS11.SA;2022-08-30
395;31;B3SA3.SA;2022-12-22
2739;82;ITUB4.SA;2022-05-14
1763;70;VINO11.SA;2022-04-09
4665;56;VALE3.SA;2022-03-19
3077;30;IRDM11.SA;2022-07-04
1629;16;VALE3.SA;2022-06-20
2460;74;IRDM11.SA;2022-01-29
738;28;HGLG11.SA;2022-08-08
3381;11;HGBS11.SA;2022-07-24
4156;59;B3SA3.SA;2022-06-15
378;20;IRDM11.SA;2022-04-18
2385;79;IRDM11.SA;2022-12-28
545;64;VALE3.SA;2022-08-26
1989;89;VALE3.SA;2022-09-08
876;68;ITUB4.SA;2022-01-18
3477;55;IRDM11.SA;2022-04-16
1075;15;BBDC4.SA;2022-03-29
1583;12;FLRY3.SA;2022-09-22
3399;70;RBVA11.SA;2022-09-27
2546;20;VALE3.SA;2022-04-11
1601;3;HGBS11.SA;2022-08-07
2120;32;MGLU3.SA;2022-08-29
4798;45;HGLG11.SA;2022-11-27
4986;13;HGBS11.SA;2022-05-30
898;26;ITUB4.SA;2022-11-02
4562;96;VALE3.SA;2022-10-22
2123;5;B3SA3.SA;2022-11-27
2884;48;HGLG11.SA;2022-01-13
363;92;HGLG11.SA;2022-12-31
2848;19;BBDC4.SA;2022-05-14
4527;78;PETR4.SA;2022-06-25
4859;39;ITUB4.SA;2022-05-08
2807;6;VINO11.SA;2022-01-08
2016;27;B3SA3.SA;2022-12-17
167;45;PETR4.SA;2022-12-07
2283;52;BBDC4.SA;2022-05-24
4509;70;VALE3.SA;2022-05-11
3791;28;FLRY3.SA;2022-11-17
2067;96;VINO11.SA;2022-07-11
540;31;FLRY3.SA;2022-06-26
3285;88;VALE3.SA;2022-04-18
4270;34;VALE3.SA;2022-11-25
2678;16;MGLU3.SA;2022-06-27
4689;59;MGLU3.SA;2022-11-24
553;84;IRDM11.SA;2022-08-12
3277;25;FLRY3.SA;2022-01-08
552;83;PETR4.SA;2022-12-31
467;22;VINO11.SA;2022-01-12
3191;66;ITUB4.SA;2022-02-07
2855;70;ITUB4.SA;2022-12-13
4949;73;HGLG11.SA;2022-06-03
3420;88;MGLU3.SA;2022-09-04
3851;87;MGLU3.SA;2022-05-10
2225;97;PETR4.SA;2022-09-21
1294;87;FLRY3.SA;2022-06-04
1956;27;BBDC4.SA;2022-08-31
1829;86;HGBS11.SA;2022-12-27
4510;5;BBDC4.SA;2022-01-31
4042;64;RBVA11.SA;2022-03-17
2330;97;PETR4.SA;2022-08-16
4976;100;VALE3.SA;2022-11-21
1072;83;B3SA3.SA;2022-05-31
4623;34;IRDM11.SA;2022-09-18
2015;76;HGBS11.SA;2022-04-15
595;6;MGLU3.SA;2022-06-12
1245;22;VALE3.SA;2022-10-20
461;91;HGBS11.SA;2022-03-24
1605;63;FLRY3.SA;2022-11-02
2804;14;BBDC4.SA;2022-08-11
4100;100;B3SA3.SA;2022-05-17
239;35;BBDC4.SA;2022-11-27
1904;54;HGLG11.SA;2022-06-12
3826;29;BBDC4.SA;2022-07-28
356;42;HGBS11.SA;2022-06-02
3957;86;IRDM11.SA;2022-02-17
3618;70;VALE3.SA;2022-09-03
4830;100;B3SA3.SA;2022-08-29
4114;100;VALE3.SA;2022-01-14
2424;44;PETR4.SA;2022-10-28
1279;45;ITUB4.SA;2022-05-20
2887;5;IRDM11.SA;2022-08-10
4047;50;BBDC4.SA;2022-12-14
2583;78;BBDC4.SA;2022-02-11
2279;97;RBVA11.SA;2022-09-07
2017;18;PETR4.SA;2022-04-21
588;96;FLRY3.SA;2022-07-11
2504;2;PETR4.SA;2022-01-26
1344;38;HGLG11.SA;2022-10-29
3051;47;BBDC4.SA;2022-11-13
2217;94;HGBS11.SA;2022-10-15
3939;8;BBDC4.SA;2022-08-26
3142;59;PETR4.SA;2022-04-20
2689;94;IRDM11.SA;2022-05-23
1899;53;MGLU3.SA;2022-03-27
4008;66;FLRY3.SA;2022-08-02
4788;93;VINO11.SA;2022-09-26
4050;12;MGLU3.SA;2022-02-25
735;62;IRDM11.SA;2022-10-18
2280;57;FLRY3.SA;2022-11-14
343;2;HGLG11.SA;2022-04-02
1158;19;RBVA11.SA;2022-12-02
3763;82;B3SA3.SA;2022-08-08
3210;73;BBDC4.SA;2022-05-11
4160;1;BBDC4.SA;2022-03-16
3593;98;ITUB4.SA;2022-01-08
3291;8;HGBS11.SA;2022-04-02
4712;98;FLRY3.SA;2022-12-20
2481;26;PETR4.SA;2022-11-13
3120;35;HGLG11.SA;2022-02-05
1185;30;B3SA3.SA;2022-11-12
4654;46;FLRY3.SA;2022-02-25
882;39;FLRY3.SA;2022-05-21
4192;37;BBDC4.SA;2022-12-19
666;81;HGBS11.SA;2022-10-04
1385;96;VALE3.SA;2022-09-12
4035;85;RBVA11.SA;2022-05-08
501;72;HGLG11.SA;2022-04-16
3244;26;VINO11.SA;2022-07-13
455;57;HGLG11.SA;2022-03-19
3596;98;B3SA3.SA;2022-09-21
4677;69;B3SA3.SA;2022-04-19
499;47;IRDM11.SA;2022-08-17
278;44;HGBS11.SA;2022-06-16
3573;96;VINO11.SA;2022-08-19
702;21;VALE3.SA;2022-02-09
1575;33;HGLG11.SA;2022-11-24
3626;15;HGLG11.SA;2022-02-05
773;12;MGLU3.SA;2022-08-05
2338;65;ITUB4.SA;2022-08-19
942;92;HGBS11.SA;2022-02-20
3044;46;FLRY3.SA;2022-01-20
4161;3;BBDC4.SA;2022-04-30
4216;88;FLRY3.SA;2022-10-06
4468;82;FLRY3.SA;2022-01-31
2524;1;FLRY3.SA;2022-01-10
2512;28;HGLG11.SA;2022-12-02
4094;41;IRDM11.SA;2022-11-03
2625;6;VALE3.SA;2022-06-30
4765;49;RBVA11.SA;2022-02-16
642;1;FLRY3.SA;2022-11-30
206;7;VINO11.SA;2022-06-27
1712;69;PETR4.SA;2022-05-03
1021;61;BBDC4.SA;2022-09-14
1554;99;MGLU3.SA;2022-03-06
3;8;IRDM11.SA;2022-03-19
3820;58;HGLG11.SA;2022-07-18
1898;24;ITUB4.SA;2022-04-27
1679;41;FLRY3.SA;2022-03-08
233;77;VINO11.SA;2022-04-08
4465;68;FLRY3.SA;2022-02-11
4148;6;B3SA3.SA;2022-06-26
746;92;MGLU3.SA;2022-12-29
2813;13;IRDM11.SA;2022-06-04
1642;52;MGLU3.SA;2022-12-10
892;51;B3SA3.SA;2022-09-17
435;83;HGLG11.SA;2022-09-18
1889;42;BBDC4.SA;2022-03-30
2468;87;RBVA11.SA;2022-01-20
1998;65;HGLG11.SA;2022-01-16
4187;68;MGLU3.SA;2022-10-12
4915;52;HGBS11.SA;2022-04-09
1359;25;HGBS11.SA;2022-08-09
1124;71;HGLG11.SA;2022-03-03
4073;91;B3SA3.SA;2022-11-05
299;92;HGLG11.SA;2022-11-11
979;1;RBVA11.SA;2022-05-12
2037;17;HGLG11.SA;2022-01-22
3195;41;VALE3.SA;2022-07-28
1246;64;HGLG11.SA;2022-02-06
1530;59;VINO11.SA;2022-10-25
1759;25;VALE3.SA;2022-04-17
16;64;VINO11.SA;2022-12-13
1113;88;PETR4.SA;2022-10-22
4917;31;MGLU3.SA;2022-08-04
967;82;FLRY3.SA;2022-10-30
185;61;VINO11.SA;2022-10-10
169;42;VINO11.SA;2022-03-16
2157;65;FLRY3.SA;2022-10-31
3786;52;HGBS11.SA;2022-09-22
1416;31;VINO11.SA;2022-11-28
598;72;VALE3.SA;2022-01-31
3204;73;B3SA3.SA;2022-05-18
3036;87;HGBS11.SA;2022-11-22
2878;50;VINO11.SA;2022-06-13
680;96;PETR4.SA;2022-12-19
863;76;VALE3.SA;2022-05-02
2694;9;HGBS11.SA;2022-02-02
748;3;VINO11.SA;2022-04-16
1834;28;BBDC4.SA;2022-03-16
3290;7;ITUB4.SA;2022-12-05
3538;26;PETR4.SA;2022-11-25
1209;80;MGLU3.SA;2022-08-08
1818;46;BBDC4.SA;2022-02-16
1346;75;PETR4.SA;2022-12-01
4696;90;ITUB4.SA;2022-07-10
4642;38;HGLG11.SA;2022-11-16
445;49;MGLU3.SA;2022-01-09
339;79;RBVA11.SA;2022-06-25
665;5;HGLG11.SA;2022-08-10
2021;92;FLRY3.SA;2022-08-31
4302;100;PETR4.SA;2022-06-19
658;43;FLRY3.SA;2022-06-09
2141;10;FLRY3.SA;2022-09-16
3428;95;ITUB4.SA;2022-08-23
905;96;PETR4.SA;2022-09-26
348;4;VALE3.SA;2022-12-17
4858;36;IRDM11.SA;2022-03-03
4946;10;BBDC4.SA;2022-12-15
1900;74;RBVA11.SA;2022-12-28
334;55;FLRY3.SA;2022-10-07
117;99;MGLU3.SA;2022-03-30
2337;38;HGLG11.SA;2022-12-27
4676;87;IRDM11.SA;2022-02-07
394;26;VINO11.SA;2022-07-25
1532;14;IRDM11.SA;2022-07-10
4515;73;HGBS11.SA;2022-09-04
1547;50;VALE3.SA;2022-01-30
863;53;PETR4.SA;2022-09-15
1044;94;HGBS11.SA;2022-04-09
3334;55;HGBS11.SA;2022-02-01
93;21;VINO11.SA;2022-02-13
4732;100;VALE3.SA;2022-07-10
884;71;PETR4.SA;2022-04-13
1920;96;BBDC4.SA;2022-02-23
1367;8;BBDC4.SA;2022-07-31
4711;19;FLRY3.SA;2022-08-25
2700;13;ITUB4.SA;2022-05-28
4006;88;RBVA11.SA;2022-07-17
1454;27;MGLU3.SA;2022-02-22
4265;64;PETR4.SA;2022-05-14
354;68;PETR4.SA;2022-05-15
3897;15;B3SA3.SA;2022-03-24
1141;91;VALE3.SA;2022-12-14
1189;33;B3SA3.SA;2022-05-22
308;19;IRDM11.SA;2022-12-09
3735;22;MGLU3.SA;2022-08-06
937;61;RBVA11.SA;2022-10-10
1955;2;FLRY3.SA;2022-08-19
4076;72;ITUB4.SA;2022-02-12
4482;45;FLRY3.SA;2022-07-11
1904;22;FLRY3.SA;2022-06-29
3521;62;HGBS11.SA;2022-12-14
105;6;BBDC4.SA;2022-01-18
51;40;ITUB4.SA;2022-04-14
586;56;MGLU3.SA;2022-11-12
2407;22;FLRY3.SA;2022-04-07
4292;48;ITUB4.SA;2022-04-28
4526;73;RBVA11.SA;2022-04-10
3923;64;VINO11.SA;2022-08-03
1952;82;FLRY3.SA;2022-08-21
2952;46;B3SA3.SA;2022-05-02
4851;18;IRDM11.SA;2022-02-16
3124;91;PETR4.SA;2022-10-27
1047;82;FLRY3.SA;2022-04-08
121;47;RBVA11.SA;2022-01-31
2248;87;BBDC4.SA;2022-02-20
480;47;PETR4.SA;2022-09-24
2988;17;HGLG11.SA;2022-03-16
4464;43;MGLU3.SA;2022-07-15
1720;46;PETR4.SA;2022-01-10
4189;53;HGBS11.SA;2022-03-22
3118;5;ITUB4.SA;2022-10-14
1660;18;BBDC4.SA;2022-11-15
561;90;VALE3.SA;2022-10-18
681;69;PETR4.SA;2022-04-27
1177;68;PETR4.SA;2022-09-18
1041;94;PETR4.SA;2022-02-20
4569;85;VALE3.SA;2022-05-12
4898;23;IRDM11.SA;2022-10-22
1728;34;BBDC4.SA;2022-11-19
2459;19;FLRY3.SA;2022-05-07
4149;64;IRDM11.SA;2022-05-17
4488;18;B3SA3.SA;2022-07-02
1848;9;HGBS11.SA;2022-04-27
4142;36;RBVA11.SA;2022-10-13
3269;71;VINO11.SA;2022-01-17
2694;31;HGBS11.SA;2022-04-12
3452;64;VALE3.SA;2022-03-26
4729;86;HGBS11.SA;2022-04-30
2666;41;HGLG11.SA;2022-04-30
3020;61;ITUB4.SA;2022-07-02
779;24;RBVA11.SA;2022-02-08
1131;58;B3SA3.SA;2022-02-15
3797;54;MGLU3.SA;2022-11-03
1819;70;HGLG11.SA;2022-10-08
829;92;HGLG11.SA;2022-04-16
3205;97;BBDC4.SA;2022-07-12
3135;65;IRDM11.SA;2022-04-21
951;61;BBDC4.SA;2022-09-09
339;67;MGLU3.SA;2022-12-17
69;54;VINO11.SA;2022-08-09
4896;58;VINO11.SA;2022-03-21
4653;7;PETR4.SA;2022-07-14
2372;33;VINO11.SA;2022-03-24
1458;89;ITUB4.SA;2022-06-19
4731;35;HGBS11.SA;2022-02-16
2304;87;BBDC4.SA;2022-12-31
2637;55;HGLG11.SA;2022-09-03
2512;71;RBVA11.SA;2022-11-04
331;36;HGBS11.SA;2022-06-12
3661;25;HGBS11.SA;2022-10-08
1948;14;HGLG11.SA;2022-03-19
1970;38;MGLU3.SA;2022-06-14
2350;82;RBVA11.SA;2022-01-13
71;39;FLRY3.SA;2022-03-01
4832;46;HGLG11.SA;2022-01-15
1572;99;VALE3.SA;2022-03-17
1284;96;MGLU3.SA;2022-10-03
4319;13;VINO11.SA;2022-02-20
365;59;BBDC4.SA;2022-06-03
2666;89;PETR4.SA;2022-01-31
3446;86;FLRY3.SA;2022-11-23
2917;10;FLRY3.SA;2022-08-23
2449;89;VALE3.SA;2022-05-19
613;13;FLRY3.SA;2022-10-21
325;10;VALE3.SA;2022-07-12
611;94;VALE3.SA;2022-05-06
4309;11;MGLU3.SA;2022-06-24
1459;74;BBDC4.SA;2022-03-02
2166;13;B3SA3.SA;2022-06-06
4201;65;MGLU3.SA;2022-03-01
4839;13;BBDC4.SA;2022-03-11
3810;82;B3SA3.SA;2022-09-08
1686;21;RBVA11.SA;2022-08-14
3176;88;MGLU3.SA;2022-12-22
4085;54;HGLG11.SA;2022-08-18
4326;46;BBDC4.SA;2022-03-28
1313;89;RBVA11.SA;2022-12-30
2941;65;B3SA3.SA;2022-08-14
2753;23;PETR4.SA;2022-12-01
1605;40;PETR4.SA;2022-02-14
4367;6;RBVA11.SA;2022-08-25
3874;48;B3SA3.SA;2022-10-27
4548;86;MGLU3.SA;2022-11-16
3113;27;VINO11.SA;2022-12-31
802;10;HGLG11.SA;2022-12-02
2462;46;IRDM11.SA;2022-06-21
884;36;HGBS11.SA;2022-06-06
2550;65;IRDM11.SA;2022-01-17
3977;55;IRDM11.SA;2022-05-18
3541;9;ITUB4.SA;2022-12-28
1018;55;FLRY3.SA;2022-11-18
59;75;HGBS11.SA;2022-08-02
3549;97;VINO11.SA;2022-03-25
4240;21;IRDM11.SA;2022-04-30
2222;56;FLRY3.SA;2022-07-16
1332;39;IRDM11.SA;2022-03-10
1163;59;VALE3.SA;2022-10-17
3843;90;FLRY3.SA;2022-02-13
530;50;VALE3.SA;2022-02-12
2403;41;FLRY3.SA;2022-02-01
800;62;VINO11.SA;2022-05-14
4746;52;BBDC4.SA;2022-10-01
4811;92;VALE3.SA;2022-03-09
183;22;MGLU3.SA;2022-12-30
191;88;PETR4.SA;2022-07-06
183;37;VALE3.SA;2022-08-31
2303;2;VALE3.SA;2022-02-26
913;58;BBDC4.SA;2022-11-05
2987;37;VALE3.SA;2022-11-17
1906;100;BBDC4.SA;2022-02-28
167;19;RBVA11.SA;2022-04-22
203;27;B3SA3.SA;2022-01-11
3194;53;VALE3.SA;2022-11-05
1988;17;MGLU3.SA;2022-01-26
830;87;IRDM11.SA;2022-05-17
2825;26;IRDM11.SA;2022-09-20
1189;75;BBDC4.SA;2022-12-31
3916;84;IRDM11.SA;2022-04-29
1606;67;FLRY3.SA;2022-01-19
3070;49;IRDM11.SA;2022-08-14
3614;70;HGLG11.SA;2022-08-15
791;11;ITUB4.SA;2022-04-17
1415;90;ITUB4.SA;2022-12-14
670;100;RBVA11.SA;2022-08-08
4482;23;BBDC4.SA;2022-07-05
2725;11;FLRY3.SA;2022-06-11
737;83;ITUB4.SA;2022-04-09
3028;84;VINO11.SA;2022-04-19
4797;93;BBDC4.SA;2022-01-16
419;87;MGLU3.SA;2022-04-12
1531;98;HGLG11.SA;2022-07-30
2198;12;VALE3.SA;2022-09-20
2956;86;MGLU3.SA;2022-04-01
4121;33;HGLG11.SA;2022-02-06
2307;89;PETR4.SA;2022-11-13
7;82;IRDM11.SA;2022-02-09
855;48;FLRY3.SA;2022-10-15
2936;44;VINO11.SA;2022-09-04
2711;71;RBVA11.SA;2022-07-11
1583;100;VINO11.SA;2022-04-24
2377;100;FLRY3.SA;2022-09-28
1773;77;BBDC4.SA;2022-09-01
2291;35;ITUB4.SA;2022-11-15
529;51;IRDM11.SA;2022-01-20
4866;57;B3SA3.SA;2022-11-23
3640;72;RBVA11.SA;2022-09-14
2453;83;VALE3.SA;2022-11-04
179;58;HGBS11.SA;2022-12-05
1845;36;B3SA3.SA;2022-04-30
627;87;IRDM11.SA;2022-04-08
3557;59;ITUB4.SA;2022-04-05
4739;90;BBDC4.SA;2022-07-31
4981;85;PETR4.SA;2022-02-14
1413;91;RBVA11.SA;2022-02-05
4346;39;RBVA11.SA;2022-12-25
1522;53;PETR4.SA;2022-08-10
4831;63;BBDC4.SA;2022-01-09
2748;44;RBVA11.SA;2022-05-08
344;27;VALE3.SA;2022-12-10
1373;89;B3SA3.SA;2022-02-13
3501;86;MGLU3.SA;2022-10-14
1844;29;BBDC4.SA;2022-03-15
3103;14;HGLG11.SA;2022-08-02
866;43;VALE3.SA;2022-10-25
3610;43;FLRY3.SA;2022-01-07
4151;55;MGLU3.SA;2022-02-04
2484;48;HGLG11.SA;2022-10-07
453;53;VINO11.SA;2022-08-11
4017;55;IRDM11.SA;2022-06-22
4106;71;BBDC4.SA;2022-07-01
1265;5;B3SA3.SA;2022-03-13
4432;34;IRDM11.SA;2022-10-01
3828;97;B3SA3.SA;2022-03-13
438;48;HGLG11.SA;2022-06-03
3895;6;HGBS11.SA;2022-02-16
1366;40;B3SA3.SA;2022-11-23
4347;80;IRDM11.SA;2022-02-20
4411;76;RBVA11.SA;2022-09-28
3689;51;B3SA3.SA;2022-08-10
2207;97;MGLU3.SA;2022-03-05
3767;9;B3SA3.SA;2022-03-01
4481;70;B3SA3.SA;2022-05-09
3614;5;VALE3.SA;2022-01-20
4488;44;BBDC4.SA;2022-11-28
3362;6;FLRY3.SA;2022-09-18
1263;24;HGBS11.SA;2022-02-19
1441;12;IRDM11.SA;2022-05-04
3500;59;RBVA11.SA;2022-06-02
97;59;MGLU3.SA;2022-04-29
4880;77;PETR4.SA;2022-09-09
682;57;PETR4.SA;2022-06-21
2617;55;VINO11.SA;2022-10-12
648;60;VINO11.SA;2022-11-01
4488;87;RBVA11.SA;2022-10-24
2315;50;HGBS11.SA;2022-08-24
2261;42;HGLG11.SA;2022-11-01
4335;2;HGLG11.SA;2022-11-28
1709;64;VINO11.SA;2022-11-19
758;39;ITUB4.SA;2022-06-27
1717;52;RBVA11.SA;2022-08-11
2361;100;HGLG11.SA;2022-02-07
130;81;RBVA11.SA;2022-02-10
2475;37;FLRY3.SA;2022-03-07
134;88;VALE3.SA;2022-06-16
414;54;ITUB4.SA;2022-08-17
2442;92;FLRY3.SA;2022-08-30
2312;47;PETR4.SA;2022-05-08
4589;76;VINO11.SA;2022-12-03
4358;38;HGBS11.SA;2022-12-01
4218;14;ITUB4.SA;2022-09-04
2218;81;ITUB4.SA;2022-05-15
3227;42;MGLU3.SA;2022-10-22
261;2;VALE3.SA;2022-10-11
969;68;FLRY3.SA;2022-03-20
4781;46;VINO11.SA;2022-02-07
3879;22;MGLU3.SA;2022-03-27
701;13;B3SA3.SA;2022-02-19
3799;53;BBDC4.SA;2022-02-16
4067;27;IRDM11.SA;2022-01-20
1432;81;HGBS11.SA;2022-01-30
524;52;MGLU3.SA;2022-04-11
3061;83;VINO11.SA;2022-09-24
4815;14;PETR4.SA;2022-11-29
3002;60;MGLU3.SA;2022-02-02
1458;56;FLRY3.SA;2022-07-10
4814;75;B3SA3.SA;2022-05-01
3848;57;MGLU3.SA;2022-09-08
4440;39;RBVA11.SA;2022-12-13
2224;47;B3SA3.SA;2022-07-18
3529;27;HGBS11.SA;2022-11-23
4719;42;VALE3.SA;2022-10-24
2850;32;ITUB4.SA;2022-06-01
943;53;B3SA3.SA;2022-02-28
1508;12;ITUB4.SA;2022-07-06
1755;37;PETR4.SA;2022-06-07
2945;59;VALE3.SA;2022-10-18
1195;85;VALE3.SA;2022-10-01
1326;88;RBVA11.SA;2022-02-06
2646;72;ITUB4.SA;2022-11-05
458;27;HGLG11.SA;2022-01-06
3700;47;HGBS11.SA;2022-02-20
665;14;ITUB4.SA;2022-03-02
3983;85;RBVA11.SA;2022-04-23
2367;45;ITUB4.SA;2022-11-14
4943;82;MGLU3.SA;2022-08-31
4667;12;VINO11.SA;2022-09-14
1664;52;VINO11.SA;2022-10-20
4685;8;VALE3.SA;2022-10-04
1101;64;RBVA11.SA;2022-04-16
257;86;B3SA3.SA;2022-07-27
3192;42;B3SA3.SA;2022-09-01
1740;74;HGLG11.SA;2022-08-10
4817;5;IRDM11.SA;2022-05-20
3208;66;HGBS11.SA;2022-08-28
3331;30;HGLG11.SA;2022-02-26
3850;50;PETR4.SA;2022-09-23
3758;52;HGBS11.SA;2022-10-30
1299;16;BBDC4.SA;2022-06-14
3692;56;PETR4.SA;2022-05-20
13;60;BBDC4.SA;2022-10-30
390;26;HGLG11.SA;2022-04-16
2181;59;VALE3.SA;2022-03-28
4055;10;FLRY3.SA;2022-08-11
1432;75;VALE3.SA;2022-07-04
3381;43;PETR4.SA;2022-06-27
4668;12;ITUB4.SA;2022-10-09
4260;55;HGLG11.SA;2022-09-18
925;70;VINO11.SA;2022-10-21
4104;26;HGLG11.SA;2022-09-29
1758;46;RBVA11.SA;2022-02-13
3117;46;ITUB4.SA;2022-12-31
3521;44;PETR4.SA;2022-06-14
732;67;FLRY3.SA;2022-10-28
2786;59;B3SA3.SA;2022-01-12
2276;4;FLRY3.SA;2022-11-10
3547;92;VINO11.SA;2022-03-05
3586;12;IRDM11.SA;2022-12-09
3352;54;PETR4.SA;2022-11-02
4241;80;VINO11.SA;2022-05-03
646;8;BBDC4.SA;2022-02-23
1096;63;FLRY3.SA;2022-06-29
587;67;IRDM11.SA;2022-04-30
2666;13;HGBS11.SA;2022-04-08
594;62;B3SA3.SA;2022-10-01
1764;40;ITUB4.SA;2022-09-22
3393;64;IRDM11.SA;2022-02-23
4174;88;RBVA11.SA;2022-11-07
4452;51;RBVA11.SA;2022-03-08
2185;46;VALE3.SA;2022-12-21
4246;45;HGLG11.SA;2022-10-13
3204;98;VALE3.SA;2022-04-03
